Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
1,0.43181820454545455,1,3,2.0,2.0,70.0,1,0.6046511860465117,5,1,3,0.34018991649963576,0.3087008347238776,0.34498348116269634,0.49906579439252335,0.03625965118673148,0.2500000078125,0.4550548865863903,0.06130753768844221,8.68209302036588e-05,0.9999209660169681
1,0.568181840909091,1,3,4.0,2.0,100.0,1,0.5348837441860466,4,1,0,0.059849989600244284,3.972983710766786e-10,0.0987654321277459,0.96972,0.07875321710037175,0.0781250078125,0.653318678241389,1.0050251256281407e-06,1.4422968187151386e-05,0.9999909961285154
1,0.3181818409090909,0,4,2.0,2.0,26.666666666666664,1,0.4883721162790698,3,4,1,0.056675645555767186,1.0000000003972984,0.022778647220773197,0.5252340186915888,0.037803831913068346,0.0781250078125,0.653318678241389,0.7638201005025126,0.0001270501347942567,0.9998809488103696
1,0.3181818409090909,1,3,1.0,2.0,70.0,1,0.18604653488372092,5,1,0,0.09909092835958969,3.972983710766786e-10,0.13638207850808556,0.8130844859813084,0.017500714955676292,0.1406250078125,0.7000842901148138,1.0050251256281407e-06,1.5018222756220463e-05,0.9999909961285154
1,0.40909093181818185,1,2,4.0,2.0,50.0,1,0.5348837441860466,3,1,2,0.07774724364148655,0.49543106912991663,0.07978322613458529,0.5143928971962617,0.03305690597655133,0.1093750078125,0.2369087090450854,0.31256381909547737,4.8433513279709956e-05,0.9999509789219169
1,0.568181840909091,1,4,4.0,2.0,133.33333333333331,2,0.7674418837209301,6,1,3,1.0000000000302318,0.8994835125148987,0.9343882223671246,0.7383181308411215,0.04689734063482985,0.1640625078125,0.2021845421450574,0.06633266331658291,0.00011641558677878728,0.999890953112019
1,0.13636365909090908,1,0,2.0,2.0,70.0,3,0.3255814186046511,2,2,2,0.835689905918489,0.5546285264203418,0.8020344288239727,0.8239256074766357,0.05879325141549901,0.2031250078125,0.19994427331279754,0.04824221105527638,7.916465588922915e-05,0.9999209660169681
1,0.5000000227272727,1,2,4.0,1.0,100.0,1,0.5348837441860466,6,3,3,0.3088999537755044,0.6662693686928884,0.28890627719816847,0.56972,0.053245639176436946,0.1718750078125,0.24698991879025484,0.1447246231155779,0.0002959723767897419,0.999710875682326
1,0.3636363863636364,1,5,1.0,2.0,133.33333333333331,1,0.41860467441860466,5,3,2,0.16052204358223215,0.5828367107667859,0.1527560424563844,0.31065457943925234,0.03951958827566485,0.2500000078125,0.1904231307756931,0.21809145728643217,0.00018435464188043608,0.9998209230004719
1,0.8863636590909091,1,1,4.0,2.0,50.0,1,0.9534883953488371,6,2,3,0.2314761909383059,0.6305125152959873,0.2172955428331305,0.535701308411215,0.04598227057477838,0.1250000078125,0.38196611593391205,0.1748753768844221,0.00019092745283637533,0.9998109186988222
