Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
0.0,0.40909090909090906,1.0,0.4,0.6000000000000001,1.0,0.25,0.0,0.5348837209302325,0.4000000000000001,0.2,0.4,0.07774724361125473,0.4954310687326182,0.0799698664271434,0.9721362229102168,0.04104239153589434,0.11475409836065573,0.5953553835327234,0.31131131131131135,4.7451124574568614e-05,0.999949959329445
0.0,0.36363636363636365,1.0,1.0,0.0,1.0,1.0,0.0,0.41860465116279066,0.8,0.6000000000000001,0.4,0.1605220435520003,0.5828367103694875,0.15292788224726914,0.55030959752322,0.049066250088759505,0.2622950819672131,0.47853624208304013,0.21721721721721723,0.00018342394495376194,0.9998198535860021
0.0,0.7045454545454545,0.0,0.4,0.6000000000000001,1.0,0.0,0.0,0.813953488372093,0.8,0.4,0.4,0.03016231479214094,0.2701628923321414,0.050792455016950136,0.8281733746130033,0.07526805368174395,0.1557377049180328,0.4299788881069669,0.2792792792792793,0.00010624160754296291,0.9998999186588899
0.0,0.43181818181818177,0.0,0.4,0.6000000000000001,1.0,0.4166666666666667,0.0,0.5581395348837209,1.0000000000000002,0.2,0.4,0.39397237413725866,0.4596742153357171,0.3856517833859705,0.6547987616099071,0.0494922956756373,0.0901639344262295,0.6396903589021816,0.0800800800800801,4.7451124574568614e-05,0.999949959329445
0.0,0.4772727272727272,1.0,0.2,1.0,0.5,0.4166666666666667,0.0,0.6744186046511628,0.8,0.4,0.0,0.5907514730467959,0.7151370679380215,0.5556167241329354,0.6083591331269351,0.047433075339061284,0.13934426229508198,0.6537649542575651,0.08608608608608609,4.9405703217764814e-05,0.999949959329445
1.0,0.8181818181818182,0.0,0.0,0.6000000000000001,1.0,0.0,0.0,0.8372093023255814,0.2,0.6000000000000001,0.6000000000000001,0.0,0.0,0.041587228001043086,0.7174922600619196,0.012923382801959815,0.04918032786885246,0.422237860661506,0.0,0.9969575427161719,0.003036017523242015
0.0,0.4772727272727272,0.0,0.8,0.2,0.0,0.0,0.0,0.5348837209302325,0.4000000000000001,0.6000000000000001,0.4,0.03185529828252872,0.6197854588796186,0.026917393445947905,0.3506191950464397,0.04374068025278706,0.10655737704918034,0.24841660802251933,0.6266266266266267,0.0001998472094365318,0.9997998373177799
0.0,0.6363636363636364,1.0,0.4,0.4,1.0,0.6666666666666667,0.0,0.6744186046511628,0.6000000000000001,0.4,0.6000000000000001,0.325860020497193,0.0,0.35389563352939474,0.7391640866873066,0.0426045586877796,0.0901639344262295,0.5277973258268824,0.0,0.00020291969096987143,0.9997998373177799
0.0,0.34090909090909094,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,0.34883720930232565,1.0000000000000002,0.2,0.4,0.1913585285554921,0.6630909813269765,0.17662909628256018,0.5239938080495357,0.0384151104168146,0.09836065573770492,0.5862068965517241,0.21521521521521522,4.952680102412771e-05,0.999949959329445
0.0,0.7500000000000001,1.0,0.2,0.2,0.0,0.25,0.0,0.7674418604651162,0.6000000000000001,0.2,0.4,0.4034651744226473,0.5458879618593564,0.38846231854663466,0.6199690402476783,0.04878221969750764,0.10655737704918034,0.9148486980999296,0.0930930930930931,4.2626227678076636e-05,0.999959967463556
0.0,0.8409090909090909,1.0,0.2,1.0,1.0,0.4166666666666667,0.0,1.0,0.4000000000000001,0.6000000000000001,0.4,0.2653358607158297,0.40127135478744536,0.26662417060238175,0.5595975232198143,0.09898459135127459,0.24590163934426232,0.7037297677691766,0.09909909909909911,0.00017805961237438067,0.9998198535860021
0.0,0.4772727272727272,1.0,0.8,0.2,1.0,0.25,0.0,0.6744186046511628,1.0000000000000002,0.0,0.0,0.10117692584429996,0.5411203814064363,0.09909309535537335,0.4791021671826627,0.0379890648299368,0.22950819672131148,0.633356790992259,0.2852852852852853,0.0,1.0
0.0,0.7272727272727272,1.0,0.0,0.6000000000000001,1.0,0.6666666666666667,0.0,0.8372093023255814,1.0000000000000002,0.4,0.4,0.33607838513560495,0.6738180373460468,0.3145481412800974,0.3088235294117648,0.05545693389192645,0.11475409836065573,0.5024630541871921,0.13513513513513514,9.008155564757685e-05,0.999909926793001
0.0,0.6590909090909091,0.0,0.2,0.4,0.0,0.0,0.0,0.5348837209302325,0.6000000000000001,0.4,0.2,0.06293363807036162,0.7604290822407628,0.046446266624170604,0.301857585139319,0.06369381523823049,0.2704918032786885,0.3399014778325123,0.5445445445445446,5.50192370680912e-05,0.999949959329445
0.0,0.7045454545454545,0.0,0.2,0.6000000000000001,0.0,0.25,0.0,0.8372093023255814,0.4000000000000001,0.6000000000000001,0.4,0.06752887897284274,0.3520063567739372,0.08063628198070293,0.928792569659443,0.06774124831356956,0.14754098360655737,0.3912737508796622,0.24124124124124124,0.00016129607306381423,0.9998398698542241
1.0,0.9090909090909091,0.0,0.0,1.0,1.0,0.25,0.0,1.0,0.8,0.8,0.6000000000000001,0.19480495923235294,0.24036551450139054,0.21076116246052212,0.7213622291021673,0.013775473975715408,0.04918032786885246,0.10063335679099225,0.07707707707707709,0.9985988683561318,0.001395464163498884
0.0,0.43181818181818177,1.0,0.6000000000000001,0.6000000000000001,0.0,0.6666666666666667,0.0,0.6511627906976745,0.2,0.4,0.4,0.9368154375908845,0.22963845848232023,0.9226957957870947,0.7136222910216721,0.042533551089966634,0.14754098360655737,0.3335679099225897,0.018018018018018018,0.00011053507522310201,0.9998899105247789
0.0,0.5681818181818182,1.0,0.4,0.6000000000000001,1.0,0.25,0.0,0.7209302325581396,0.6000000000000001,0.2,0.0,0.14410615006484734,0.8756456098529996,0.11584040796221715,0.5286377708978329,0.05943335936945254,0.14754098360655737,0.3912737508796622,0.3553553553553554,1.4678655424490496e-05,0.999989991865889
0.0,0.5227272727272728,1.0,0.6000000000000001,0.2,1.0,0.4166666666666667,0.0,0.5581395348837209,0.8,0.4,0.2,0.07460313141482028,0.0,0.11308782198012343,0.8467492260061922,0.08847546687495562,0.18032786885245902,0.7037297677691766,0.0,6.162757438556405e-05,0.999939951195334
0.0,0.2727272727272727,0.0,0.8,0.6000000000000001,0.0,0.25,0.0,0.34883720930232565,0.2,0.6000000000000001,0.6000000000000001,0.2536965992194137,0.8164481525625745,0.22519050792455017,0.6633126934984521,0.03777604203649791,0.10655737704918034,0.645320197044335,0.2092092092092092,0.00030984605156335907,0.999689747842559
0.0,0.4545454545454545,1.0,0.6000000000000001,0.2,1.0,0.6666666666666667,0.0,0.627906976744186,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.544768832173942,0.5701231624950338,0.5221220989192479,0.5162538699690404,0.05020237165376695,0.13934426229508198,0.5629838142153413,0.07407407407407408,0.0002977362709270693,0.99969975597667
0.0,0.5909090909090909,1.0,0.2,0.4,0.0,0.6666666666666667,0.0,0.627906976744186,0.8,0.2,0.2,0.09996765192259438,0.48748510131108463,0.10184568133746705,0.390092879256966,0.04473478662216858,0.24590163934426232,0.422237860661506,0.2592592592592593,2.2664104986222412e-05,0.999979983731778
